Applicant_ID,Gender,Married,Education,Employment_Status,Property_Area,ApplicantIncome,CoapplicantIncome,Total_Income,Income_Bracket,LoanAmount_INR,Loan_Amount_Term,EMI,Balance_Income,Credit_Score,Credit_Score_Band,Credit_History,Debt_To_Income_Ratio,Existing_Loans_Count,Years_At_Current_Job,Risk_Category,Loan_Status,Predicted_Loan_Status,Max_Eligible_Amount_INR,Approved_Amount_INR,Final_Decision,Decision_Reason
APP104673,Male,Yes,Graduate,Self-Employed,Semiurban,6669.0,938.0,7607.0,6K-10K,82000,240,791.32,6815.68,603,Fair,1,0.033,1,0.5,Medium Risk,Approved,Approved,236500,82000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104674,Female,Yes,Graduate,Self-Employed,Urban,5501.0,635.0,6136.0,6K-10K,108000,120,1427.23,4708.77,485,Poor,1,0.178,1,0.1,High Risk,Approved,Approved,69600,69600,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,08,000, max eligible ₹69,600)"
APP104675,Male,Yes,Graduate,Salaried,Semiurban,7195.0,464.0,7659.0,6K-10K,97000,180,1042.37,6616.63,688,Good,1,0.084,0,3.5,Low Risk,Approved,Approved,320700,97000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104676,Male,Yes,Graduate,Salaried,Rural,6556.0,4699.0,11255.0,10K-20K,124000,60,2634.63,8620.37,586,Fair,1,0.212,2,0.6,Medium Risk,Approved,Rejected,132400,0,Rejected,"Overall risk profile is below the approval threshold based on combined credit, income, and repayment factors"
APP104677,Male,No,Graduate,Self-Employed,Semiurban,11601.0,0.0,11601.0,10K-20K,92000,84,1527.31,10073.69,664,Fair,0,0.083,1,1.6,High Risk,Rejected,Rejected,87400,0,Rejected,"No established credit history; Requested amount (₹92,000) exceeds the maximum eligible amount (₹87,400) based on income and repayment capacity"
APP104678,Male,Yes,Graduate,Self-Employed,Urban,7917.0,3388.0,11305.0,10K-20K,74000,180,795.21,10509.79,727,Good,1,0.052,1,1.1,Low Risk,Approved,Approved,420800,74000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104679,Female,Yes,Graduate,Salaried,Semiurban,5687.0,1497.0,7184.0,6K-10K,138000,360,1211.05,5972.95,682,Good,1,0.057,1,7.9,Low Risk,Approved,Approved,327400,138000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104680,Female,Yes,Graduate,Salaried,Urban,11890.0,3909.0,15799.0,10K-20K,186000,180,1998.77,13800.23,730,Good,1,0.074,1,4.7,Low Risk,Rejected,Approved,588100,186000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104681,Male,Yes,Not Graduate,Salaried,Semiurban,10972.0,2781.0,13753.0,10K-20K,55000,60,1168.59,12584.41,533,Poor,1,0.065,1,6.0,High Risk,Rejected,Approved,97100,55000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104682,Female,No,Graduate,Salaried,Urban,6635.0,0.0,6635.0,6K-10K,85000,240,820.27,5814.73,758,Very Good,1,0.075,0,4.1,Low Risk,Approved,Approved,343800,85000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104683,Female,Yes,Graduate,Salaried,Semiurban,7733.0,2597.0,10330.0,10K-20K,200000,360,1755.14,8574.86,623,Fair,1,0.059,0,6.0,Medium Risk,Approved,Approved,412000,200000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104684,Female,Yes,Graduate,Salaried,Rural,11659.0,695.0,12354.0,10K-20K,165000,36,5324.09,7029.91,522,Poor,1,0.378,1,2.0,High Risk,Rejected,Rejected,57400,0,Rejected,"Low credit score (522), below the minimum threshold of 580; Requested amount (₹1,65,000) exceeds the maximum eligible amount (₹57,400) based on income and repayment capacity"
APP104685,Male,Yes,Graduate,Salaried,Urban,9885.0,2353.0,12238.0,10K-20K,174000,180,1869.81,10368.19,429,Poor,1,0.077,1,0.8,High Risk,Approved,Approved,170800,170800,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,74,000, max eligible ₹1,70,800)"
APP104686,Male,No,Graduate,Salaried,Semiurban,3928.0,0.0,3928.0,3K-6K,197000,120,2603.37,1324.63,622,Fair,1,0.432,0,7.0,Medium Risk,Approved,Approved,104000,104000,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,97,000, max eligible ₹1,04,000)"
APP104687,Male,No,Graduate,Business Owner,Urban,5045.0,0.0,5045.0,3K-6K,220000,240,2123.05,2921.95,579,Poor,1,0.192,0,1.9,High Risk,Approved,Rejected,104600,0,Rejected,"Low credit score (579), below the minimum threshold of 580; Requested amount (₹2,20,000) exceeds the maximum eligible amount (₹1,04,600) based on income and repayment capacity"
APP104688,Male,Yes,Graduate,Salaried,Urban,5892.0,3545.0,9437.0,6K-10K,127000,60,2698.37,6738.63,581,Fair,0,0.187,2,0.1,High Risk,Rejected,Rejected,44400,0,Rejected,"No established credit history; Requested amount (₹1,27,000) exceeds the maximum eligible amount (₹44,400) based on income and repayment capacity"
APP104689,Female,Yes,Graduate,Business Owner,Semiurban,6141.0,685.0,6826.0,6K-10K,141000,60,2995.83,3830.17,680,Good,1,0.282,1,14.1,Low Risk,Approved,Approved,128500,128500,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,41,000, max eligible ₹1,28,500)"
APP104690,Male,Yes,Graduate,Salaried,Semiurban,7029.0,1014.0,8043.0,6K-10K,77000,180,827.45,7215.55,805,Excellent,1,0.047,0,1.3,Low Risk,Approved,Approved,411700,77000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104691,Male,Yes,Not Graduate,Salaried,Rural,8340.0,5931.0,14271.0,10K-20K,134000,180,1439.97,12831.03,569,Poor,0,0.05,0,6.1,High Risk,Rejected,Approved,132800,132800,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,34,000, max eligible ₹1,32,800)"
APP104692,Male,No,Graduate,Salaried,Urban,7026.0,0.0,7026.0,6K-10K,192000,240,1852.84,5173.16,658,Fair,0,0.117,0,7.8,High Risk,Rejected,Rejected,127400,0,Rejected,"No established credit history; Requested amount (₹1,92,000) exceeds the maximum eligible amount (₹1,27,400) based on income and repayment capacity"
APP104693,Female,Yes,Graduate,Salaried,Urban,10830.0,671.0,11501.0,10K-20K,123000,240,1186.98,10314.02,599,Fair,1,0.042,0,7.9,Medium Risk,Approved,Approved,417100,123000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104694,Male,Yes,Graduate,Salaried,Semiurban,14549.0,2956.0,17505.0,10K-20K,122000,300,1108.61,16396.39,561,Poor,1,0.023,0,2.9,High Risk,Approved,Approved,385300,122000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104695,Female,Yes,Graduate,Salaried,Semiurban,6185.0,4260.0,10445.0,10K-20K,81000,300,736.05,9708.95,559,Poor,0,0.02,1,1.0,High Risk,Approved,Rejected,114900,0,Rejected,"No established credit history; Low credit score (559), below the minimum threshold of 580"
APP104696,Male,Yes,Graduate,Salaried,Semiurban,10833.0,1669.0,12502.0,10K-20K,114000,360,1000.43,11501.57,798,Very Good,1,0.03,2,2.5,Low Risk,Approved,Approved,569800,114000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104697,Male,Yes,Graduate,Business Owner,Semiurban,7929.0,2541.0,10470.0,10K-20K,134000,180,1439.97,9030.03,651,Fair,1,0.056,1,0.9,Medium Risk,Rejected,Approved,292300,134000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104698,Male,Yes,Graduate,Salaried,Rural,7745.0,1832.0,9577.0,6K-10K,210000,300,1908.27,7668.73,633,Fair,1,0.076,0,0.2,Medium Risk,Rejected,Approved,368900,210000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104699,Female,Yes,Graduate,Salaried,Urban,9495.0,2980.0,12475.0,10K-20K,97000,360,851.24,11623.76,588,Fair,1,0.02,2,3.8,Medium Risk,Approved,Approved,355400,97000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104700,Female,Yes,Graduate,Business Owner,Rural,8928.0,1110.0,10038.0,10K-20K,105000,180,1128.34,8909.66,656,Fair,1,0.062,2,0.3,Medium Risk,Rejected,Approved,233500,105000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104701,Male,Yes,Graduate,Salaried,Rural,7017.0,2240.0,9257.0,6K-10K,203000,60,4313.15,4943.85,593,Fair,1,0.451,0,1.1,High Risk,Rejected,Rejected,152500,0,Rejected,"High debt-to-income ratio (45%); Requested amount (₹2,03,000) exceeds the maximum eligible amount (₹1,52,500) based on income and repayment capacity"
APP104702,Male,No,Graduate,Salaried,Urban,5471.0,0.0,5471.0,3K-6K,43000,300,390.74,5080.26,824,Excellent,1,0.029,1,1.5,Low Risk,Approved,Approved,301000,43000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104703,Male,Yes,Graduate,Salaried,Urban,11713.0,1456.0,13169.0,10K-20K,223000,60,4738.09,8430.91,673,Good,0,0.245,1,6.5,High Risk,Approved,Rejected,108500,0,Rejected,"No established credit history; Requested amount (₹2,23,000) exceeds the maximum eligible amount (₹1,08,500) based on income and repayment capacity"
APP104704,Male,Yes,Graduate,Self-Employed,Semiurban,7567.0,3332.0,10899.0,10K-20K,116000,120,1532.95,9366.05,663,Fair,1,0.092,0,9.5,Medium Risk,Approved,Approved,288700,116000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104705,Male,Yes,Graduate,Salaried,Semiurban,7596.0,2889.0,10485.0,10K-20K,110000,300,999.57,9485.43,661,Fair,1,0.033,1,3.3,Medium Risk,Approved,Approved,346200,110000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104706,Male,No,Graduate,Unemployed,Urban,17013.0,0.0,17013.0,10K-20K,219000,84,3635.66,13377.34,768,Very Good,1,0.123,0,6.1,Low Risk,Approved,Approved,512400,219000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104707,Male,No,Not Graduate,Salaried,Urban,10873.0,0.0,10873.0,10K-20K,139000,84,2307.56,8565.44,648,Fair,1,0.197,0,5.1,Medium Risk,Approved,Approved,229200,139000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104708,Male,No,Graduate,Salaried,Semiurban,6794.0,0.0,6794.0,6K-10K,140000,300,1272.18,5521.82,607,Fair,0,0.093,0,2.5,High Risk,Rejected,Rejected,130800,0,Rejected,"No established credit history; Requested amount (₹1,40,000) exceeds the maximum eligible amount (₹1,30,800) based on income and repayment capacity"
APP104709,Male,Yes,Not Graduate,Business Owner,Rural,7335.0,1129.0,8464.0,6K-10K,113000,120,1493.3,6970.7,664,Fair,1,0.133,1,2.5,Medium Risk,Approved,Approved,192100,113000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104710,Female,No,Graduate,Self-Employed,Rural,5268.0,0.0,5268.0,3K-6K,59000,180,634.02,4633.98,721,Good,1,0.051,0,1.9,Low Risk,Approved,Approved,220600,59000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104711,Male,Yes,Graduate,Unemployed,Rural,4647.0,2128.0,6775.0,6K-10K,88000,84,1460.9,5314.1,756,Very Good,1,0.203,1,0.4,Low Risk,Approved,Approved,183600,88000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104712,Female,No,Graduate,Business Owner,Semiurban,6792.0,0.0,6792.0,6K-10K,222000,120,2933.75,3858.25,669,Fair,1,0.247,1,1.7,Medium Risk,Approved,Approved,154200,154200,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹2,22,000, max eligible ₹1,54,200)"
APP104713,Female,No,Graduate,Salaried,Rural,8695.0,0.0,8695.0,6K-10K,171000,300,1553.88,7141.12,671,Good,1,0.062,1,0.4,Low Risk,Approved,Approved,382700,171000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104714,Male,Yes,Graduate,Self-Employed,Urban,5400.0,4067.0,9467.0,6K-10K,71000,360,623.08,8843.92,739,Good,1,0.02,1,1.4,Low Risk,Approved,Approved,431500,71000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104715,Male,Yes,Graduate,Salaried,Semiurban,9898.0,2035.0,11933.0,10K-20K,240000,180,2579.05,9353.95,404,Poor,1,0.114,0,4.2,High Risk,Approved,Approved,222100,222100,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹2,40,000, max eligible ₹2,22,100)"
APP104716,Male,Yes,Not Graduate,Salaried,Rural,4952.0,2392.0,7344.0,6K-10K,50000,180,537.3,6806.7,658,Fair,1,0.026,0,1.3,Medium Risk,Approved,Approved,239200,50000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104717,Female,Yes,Not Graduate,Salaried,Rural,6830.0,644.0,7474.0,6K-10K,94000,240,907.12,6566.88,597,Fair,1,0.045,0,0.8,Medium Risk,Approved,Approved,271100,94000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104718,Male,No,Not Graduate,Salaried,Semiurban,9549.0,0.0,9549.0,6K-10K,80000,84,1328.09,8220.91,655,Fair,0,0.117,1,2.7,High Risk,Rejected,Rejected,71900,0,Rejected,"No established credit history; Requested amount (₹80,000) exceeds the maximum eligible amount (₹71,900) based on income and repayment capacity"
APP104719,Male,Yes,Graduate,Self-Employed,Urban,14625.0,6880.0,21505.0,20K+,53000,300,481.61,21023.39,682,Good,1,0.02,1,13.1,Low Risk,Approved,Approved,946600,53000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104720,Male,No,Graduate,Self-Employed,Urban,12378.0,0.0,12378.0,10K-20K,140000,360,1228.6,11149.4,762,Very Good,1,0.021,1,2.3,Low Risk,Approved,Approved,634700,140000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104721,Male,No,Not Graduate,Unemployed,Semiurban,11278.0,0.0,11278.0,10K-20K,108000,60,2294.68,8983.32,525,Poor,1,0.185,0,10.1,High Risk,Approved,Approved,106200,106200,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,08,000, max eligible ₹1,06,200)"
APP104722,Male,Yes,Graduate,Salaried,Urban,7673.0,1510.0,9183.0,6K-10K,113000,120,1493.3,7689.7,585,Fair,1,0.084,2,4.2,Medium Risk,Approved,Approved,173700,113000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104723,Female,Yes,Graduate,Salaried,Urban,10116.0,1355.0,11471.0,10K-20K,171000,60,3633.24,7837.76,570,Poor,1,0.231,2,0.1,High Risk,Rejected,Rejected,54000,0,Rejected,"Low credit score (570), below the minimum threshold of 580; Requested amount (₹1,71,000) exceeds the maximum eligible amount (₹54,000) based on income and repayment capacity"
APP104724,Male,Yes,Graduate,Salaried,Rural,6614.0,1329.0,7943.0,6K-10K,73000,60,1551.03,6391.97,595,Fair,1,0.124,0,9.5,Medium Risk,Approved,Approved,130800,73000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104725,Male,No,Graduate,Salaried,Urban,9302.0,0.0,9302.0,6K-10K,162000,180,1740.86,7561.14,527,Poor,1,0.111,1,4.2,High Risk,Rejected,Approved,129800,129800,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,62,000, max eligible ₹1,29,800)"
APP104726,Female,Yes,Graduate,Salaried,Urban,4493.0,1709.0,6202.0,6K-10K,353000,84,5860.22,341.78,842,Excellent,1,0.736,0,2.6,High Risk,Rejected,Rejected,205500,0,Rejected,"High debt-to-income ratio (74%); Requested amount (₹3,53,000) exceeds the maximum eligible amount (₹2,05,500) based on income and repayment capacity"
APP104727,Male,Yes,Graduate,Salaried,Urban,8340.0,627.0,8967.0,6K-10K,100000,84,1660.12,7306.88,728,Good,1,0.135,1,2.5,Low Risk,Rejected,Approved,216100,100000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104728,Female,Yes,Graduate,Self-Employed,Urban,4486.0,1812.0,6298.0,6K-10K,385000,120,5087.8,1210.2,580,Fair,1,0.569,0,4.5,High Risk,Rejected,Rejected,166800,0,Rejected,"High debt-to-income ratio (57%); Requested amount (₹3,85,000) exceeds the maximum eligible amount (₹1,66,800) based on income and repayment capacity"
APP104729,Male,No,Graduate,Salaried,Urban,10986.0,0.0,10986.0,10K-20K,188000,240,1814.24,9171.76,651,Fair,1,0.078,1,7.7,Medium Risk,Rejected,Approved,341500,188000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104730,Male,Yes,Graduate,Self-Employed,Urban,9916.0,3553.0,13469.0,10K-20K,202000,84,3353.44,10115.56,611,Fair,1,0.148,0,4.5,Medium Risk,Approved,Approved,284000,202000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104731,Female,Yes,Graduate,Salaried,Semiurban,12868.0,5722.0,18590.0,10K-20K,140000,180,1504.45,17085.55,664,Fair,0,0.044,1,1.3,High Risk,Approved,Rejected,216200,0,Rejected,No established credit history
APP104732,Male,No,Graduate,Salaried,Semiurban,4714.0,0.0,4714.0,3K-6K,78000,300,708.79,4005.21,581,Fair,1,0.05,1,2.2,Medium Risk,Rejected,Approved,155600,78000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104733,Male,Yes,Not Graduate,Business Owner,Semiurban,16939.0,2775.0,19714.0,10K-20K,123000,36,3968.86,15745.14,513,Poor,0,0.154,0,3.0,High Risk,Rejected,Rejected,61100,0,Rejected,"No established credit history; Low credit score (513), below the minimum threshold of 580; Requested amount (₹1,23,000) exceeds the maximum eligible amount (₹61,100) based on income and repayment capacity"
APP104734,Female,Yes,Graduate,Salaried,Rural,7316.0,3865.0,11181.0,10K-20K,186000,60,3951.95,7229.05,598,Fair,1,0.298,0,1.3,Medium Risk,Approved,Approved,184200,184200,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,86,000, max eligible ₹1,84,200)"
APP104735,Female,Yes,Graduate,Salaried,Semiurban,10924.0,3116.0,14040.0,10K-20K,88000,180,945.65,13094.35,774,Very Good,1,0.042,0,12.9,Low Risk,Approved,Approved,653300,88000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104736,Female,Yes,Graduate,Unemployed,Semiurban,5191.0,1366.0,6557.0,6K-10K,153000,84,2539.98,4017.02,516,Poor,1,0.275,0,2.5,High Risk,Rejected,Rejected,79000,0,Rejected,"Low credit score (516), below the minimum threshold of 580; Applicant is currently unemployed; Requested amount (₹1,53,000) exceeds the maximum eligible amount (₹79,000) based on income and repayment capacity"
APP104737,Male,Yes,Not Graduate,Salaried,Semiurban,8599.0,1595.0,10194.0,10K-20K,229000,360,2009.64,8184.36,749,Very Good,0,0.078,0,3.8,High Risk,Rejected,Rejected,290400,0,Rejected,No established credit history
APP104738,Male,Yes,Graduate,Salaried,Semiurban,6997.0,1988.0,8985.0,6K-10K,95000,36,3065.38,5919.62,700,Good,1,0.279,0,11.1,Low Risk,Approved,Approved,125300,95000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104739,Female,No,Graduate,Salaried,Urban,9914.0,0.0,9914.0,6K-10K,248000,120,3277.34,6636.66,614,Fair,1,0.156,0,6.3,Medium Risk,Approved,Approved,262600,248000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104740,Male,Yes,Graduate,Self-Employed,Rural,3699.0,2255.0,5954.0,3K-6K,92000,12,8088.26,-2134.26,718,Good,1,1.028,1,1.7,High Risk,Rejected,Rejected,27100,0,Rejected,"High debt-to-income ratio (103%); Estimated loan installment exceeds the applicant's disposable income; Requested amount (₹92,000) exceeds the maximum eligible amount (₹27,100) based on income and repayment capacity"
APP104741,Male,Yes,Not Graduate,Self-Employed,Semiurban,5025.0,4336.0,9361.0,6K-10K,302000,12,26550.6,-17189.6,669,Fair,1,1.5,0,7.7,High Risk,Rejected,Rejected,37300,0,Rejected,"High debt-to-income ratio (150%); Estimated loan installment exceeds the applicant's disposable income; Requested amount (₹3,02,000) exceeds the maximum eligible amount (₹37,300) based on income and repayment capacity"
APP104742,Female,Yes,Graduate,Self-Employed,Semiurban,11398.0,2752.0,14150.0,10K-20K,189000,36,6098.5,8051.5,458,Poor,1,0.394,0,5.6,High Risk,Rejected,Approved,87700,87700,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,89,000, max eligible ₹87,700)"
APP104743,Male,Yes,Graduate,Unemployed,Semiurban,4983.0,512.0,5495.0,3K-6K,148000,120,1955.83,3539.17,614,Fair,0,0.289,0,4.1,High Risk,Rejected,Rejected,72800,0,Rejected,"No established credit history; Applicant is currently unemployed; Requested amount (₹1,48,000) exceeds the maximum eligible amount (₹72,800) based on income and repayment capacity"
APP104744,Male,No,Graduate,Salaried,Rural,7045.0,0.0,7045.0,6K-10K,253000,120,3343.41,3701.59,616,Fair,0,0.352,0,3.5,High Risk,Approved,Rejected,93300,0,Rejected,"No established credit history; Requested amount (₹2,53,000) exceeds the maximum eligible amount (₹93,300) based on income and repayment capacity"
APP104745,Male,No,Graduate,Salaried,Semiurban,6668.0,0.0,6668.0,6K-10K,204000,120,2695.88,3972.12,780,Very Good,1,0.29,1,3.8,Low Risk,Approved,Approved,227100,204000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104746,Male,No,Graduate,Unemployed,Semiurban,8247.0,0.0,8247.0,6K-10K,172000,120,2272.99,5974.01,614,Fair,1,0.217,0,5.7,Medium Risk,Approved,Approved,218400,172000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104747,Female,No,Graduate,Salaried,Semiurban,5375.0,0.0,5375.0,3K-6K,95000,36,3065.38,2309.62,631,Fair,1,0.541,0,1.3,High Risk,Approved,Approved,58300,58300,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹95,000, max eligible ₹58,300)"
APP104748,Female,No,Graduate,Unemployed,Semiurban,11811.0,0.0,11811.0,10K-20K,152000,240,1466.83,10344.17,545,Poor,1,0.063,1,1.1,High Risk,Approved,Approved,183600,152000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104749,Male,Yes,Graduate,Unemployed,Urban,8314.0,2736.0,11050.0,10K-20K,173000,120,2286.21,8763.79,644,Fair,1,0.133,0,2.7,Medium Risk,Approved,Approved,292700,173000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104750,Male,No,Graduate,Unemployed,Rural,12335.0,0.0,12335.0,10K-20K,216000,180,2321.15,10013.85,543,Poor,1,0.084,0,0.5,High Risk,Rejected,Approved,229600,216000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104751,Male,No,Graduate,Salaried,Rural,9877.0,0.0,9877.0,6K-10K,113000,300,1026.83,8850.17,748,Very Good,1,0.031,0,12.1,Low Risk,Approved,Approved,543500,113000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104752,Male,Yes,Graduate,Salaried,Urban,8120.0,4655.0,12775.0,10K-20K,100000,360,877.57,11897.43,612,Fair,1,0.02,0,0.4,Medium Risk,Rejected,Approved,509500,100000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104753,Male,Yes,Not Graduate,Business Owner,Urban,2842.0,662.0,3504.0,3K-6K,106000,360,930.23,2573.77,543,Poor,1,0.062,0,1.3,High Risk,Rejected,Approved,79900,79900,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,06,000, max eligible ₹79,900)"
APP104754,Female,Yes,Graduate,Salaried,Rural,9267.0,1802.0,11069.0,10K-20K,205000,120,2709.09,8359.91,760,Very Good,1,0.146,0,13.5,Low Risk,Approved,Approved,418800,205000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104755,Male,Yes,Graduate,Salaried,Urban,9228.0,1488.0,10716.0,10K-20K,107000,60,2273.43,8442.57,532,Poor,1,0.158,0,4.0,High Risk,Approved,Approved,100900,100900,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,07,000, max eligible ₹1,00,900)"
APP104756,Male,No,Graduate,Salaried,Urban,12238.0,0.0,12238.0,10K-20K,205000,180,2202.94,10035.06,673,Good,1,0.105,0,11.9,Low Risk,Rejected,Approved,512500,205000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104757,Female,Yes,Graduate,Salaried,Urban,7856.0,7114.0,14970.0,10K-20K,170000,360,1491.87,13478.13,516,Poor,1,0.031,0,7.1,High Risk,Approved,Approved,341200,170000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104758,Male,Yes,Graduate,Business Owner,Urban,2426.0,1731.0,4157.0,3K-6K,181000,300,1644.75,2512.25,676,Good,1,0.173,0,0.8,Low Risk,Approved,Approved,205900,181000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104759,Female,Yes,Graduate,Unemployed,Semiurban,7583.0,4366.0,11949.0,10K-20K,315000,180,3385.01,8563.99,746,Very Good,1,0.136,0,11.1,Low Risk,Rejected,Approved,556000,315000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104760,Male,No,Graduate,Salaried,Semiurban,9480.0,0.0,9480.0,6K-10K,219000,300,1990.05,7489.95,592,Fair,1,0.065,0,1.9,Medium Risk,Rejected,Approved,365100,219000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104761,Male,Yes,Graduate,Salaried,Semiurban,7566.0,2172.0,9738.0,6K-10K,257000,60,5460.49,4277.51,544,Poor,0,0.559,1,16.9,High Risk,Rejected,Rejected,45800,0,Rejected,"No established credit history; Low credit score (544), below the minimum threshold of 580; High debt-to-income ratio (56%); Requested amount (₹2,57,000) exceeds the maximum eligible amount (₹45,800) based on income and repayment capacity"
APP104762,Female,No,Graduate,Salaried,Urban,6236.0,0.0,6236.0,6K-10K,107000,12,9407.0,-3171.0,547,Poor,1,1.5,1,3.0,High Risk,Rejected,Rejected,10600,0,Rejected,"Low credit score (547), below the minimum threshold of 580; High debt-to-income ratio (150%); Estimated loan installment exceeds the applicant's disposable income; Requested amount (₹1,07,000) exceeds the maximum eligible amount (₹10,600) based on income and repayment capacity"
APP104763,Male,Yes,Not Graduate,Salaried,Semiurban,10171.0,3071.0,13242.0,10K-20K,78000,180,838.19,12403.81,645,Fair,1,0.02,3,10.3,Medium Risk,Rejected,Approved,246500,78000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104764,Male,Yes,Graduate,Self-Employed,Urban,3492.0,4855.0,8347.0,6K-10K,88000,360,772.26,7574.74,824,Excellent,1,0.027,1,4.0,Low Risk,Approved,Approved,475600,88000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104765,Male,Yes,Not Graduate,Self-Employed,Semiurban,7518.0,3474.0,10992.0,10K-20K,78000,240,752.72,10239.28,746,Very Good,1,0.04,0,0.6,Low Risk,Rejected,Approved,569500,78000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104766,Female,Yes,Graduate,Salaried,Semiurban,6406.0,1568.0,7974.0,6K-10K,94000,120,1242.22,6731.78,755,Very Good,1,0.099,1,7.2,Low Risk,Rejected,Approved,271500,94000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP104767,Male,No,Graduate,Self-Employed,Rural,4968.0,0.0,4968.0,3K-6K,131000,36,4227.0,741.0,554,Poor,1,0.83,1,2.2,High Risk,Rejected,Rejected,23100,0,Rejected,"Low credit score (554), below the minimum threshold of 580; High debt-to-income ratio (83%); Requested amount (₹1,31,000) exceeds the maximum eligible amount (₹23,100) based on income and repayment capacity"
APP104768,Male,No,Graduate,Salaried,Rural,8200.0,0.0,8200.0,6K-10K,122000,36,3936.6,4263.4,749,Very Good,1,0.507,0,1.4,High Risk,Approved,Approved,127100,122000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
